Price,Close,Volume,Daily_Return,MA_7,MA_30,Volatility_7
Ticker,TCS.NS,TCS.NS,,,,
Date,,,,,,
2020-02-14,2184.199951171875,1500115,-0.35356646696502736,2161.021414620536,2176.7533447265623,0.7876888254619699
2020-02-17,2203.25,1774724,0.872175132954478,2171.7214006696427,2176.8466796875,0.6425445123177461
2020-02-18,2215.75,2486223,0.5673436968115286,2183.0356794084823,2177.1766764322915,0.6409473840591637
2020-02-19,2196.35009765625,1760463,-0.8755456321223098,2187.9499860491073,2175.213346354167,0.7493385046939692
2020-02-20,2156.800048828125,2317278,-1.8007169654022492,2188.435721261161,2173.2950113932293,1.0657094969137275
2020-02-24,2115.35009765625,3092877,-1.9218263275910252,2180.5214494977677,2170.0216796875,1.221033214910067
2020-02-25,2156.14990234375,2674567,1.9287495120881015,2175.407156808036,2168.8816731770835,1.4301556567433302
2020-02-26,2123.60009765625,2686842,-1.5096262394427296,2166.7500348772323,2166.105013020833,1.511738034088355
2020-02-27,2105.5,2349001,-0.8523307978854588,2152.7857491629466,2162.058349609375,1.4085024308995773
2020-02-28,2000.1500244140625,4298076,-5.003560939726315,2121.98575265067,2154.103348795573,2.0444328350017242
2020-03-02,2001.300048828125,2667076,0.05749690773317884,2094.1214599609375,2146.8433471679687,2.1160387821732147
2020-03-03,2036.199951171875,2757585,1.7438615645957611,2076.8928745814733,2142.3716756184895,2.3835223254052047
2020-03-04,2083.199951171875,3237002,2.30822125169734,2072.2999965122767,2139.4433390299478,2.578169488766882
2020-03-05,2125.050048828125,3937056,2.008933306315974,2067.857160295759,2136.715010579427,2.589304049707035
2020-03-06,2116.449951171875,2595027,-0.4047009462667783,2066.835710797991,2134.2316772460936,2.527549747132638
2020-03-09,1972.3499755859375,4940975,-6.808569959622702,2047.8142787388392,2127.1966796875,3.62057321959642
2020-03-11,1953.699951171875,6796449,-0.9455737898910188,2041.1785539899554,2120.011678059896,3.141864291441265
2020-03-12,1769.8499755859375,8728786,-9.410348578637162,2008.1142578125,2106.215010579427,4.644964925727473
2020-03-13,1806.300048828125,8029720,2.0595007342427474,1975.2714146205358,2094.605008951823,4.684696540643185
2020-03-16,1696.4000244140625,7844271,-6.084261830439653,1920.0142822265625,2079.8900065104167,4.591089671431919
2020-03-17,1658.0,5713248,-2.2636184780370994,1853.2928466796875,2065.8550048828124,4.103676460089542
2020-03-18,1654.4000244140625,7258778,-0.21712759866933107,1787.2857142857142,2050.918339029948,4.12710314973176
2020-03-19,1636.3499755859375,5135111,-1.091032915967094,1739.2857142857142,2035.2050048828125,3.8950494854556017
2020-03-20,1797.449951171875,8547498,9.84508069725436,1716.9642857142858,2023.5683349609376,6.13425041921914
2020-03-23,1669.699951171875,7003490,-7.107291077379452,1702.6571393694196,2008.2799967447916,5.65225556437803
2020-03-24,1703.1500244140625,6350865,2.0033583410426825,1687.921421595982,1993.8333292643229,5.647735109427318
2020-03-25,1750.300048828125,2765520,2.7684011236933426,1695.6214250837054,1980.1116658528647,5.2163685969651885
2020-03-26,1790.949951171875,4556067,2.322453362837207,1714.6142752511162,1968.0300008138022,5.088689501320058
2020-03-27,1824.5,4331250,1.8733102399747237,1738.914271763393,1956.4883341471354,5.051656799346096
2020-03-30,1778.5,8513547,-2.5212386955330235,1759.2214181082588,1942.706669108073,5.2013910495244735
2020-03-31,1826.0999755859375,3927593,2.6764113346043006,1763.3142787388392,1930.7700032552084,3.7424081782414
2020-04-01,1708.75,4941878,-6.426262370891478,1768.892857142857,1914.286669921875,3.5203825926411185
2020-04-03,1654.199951171875,5735369,-3.1923949570226817,1761.8999895368304,1895.5683349609376,3.6670335423584417
2020-04-07,1775.199951171875,5427577,7.314714277090917,1765.4571184430804,1881.5299967447916,4.597419282285316
2020-04-08,1705.449951171875,6285615,-3.929134853454419,1753.2428327287946,1866.4849934895833,4.7422739916927465
2020-04-09,1766.1500244140625,5307397,3.559182326076371,1744.9071219308037,1854.844991048177,4.928026980888942
2020-04-13,1759.25,2990438,-0.3906816702251348,1742.1571219308037,1841.6149943033854,4.837241693716767
2020-04-15,1735.1500244140625,4761399,-1.369900559098336,1729.164271763393,1828.666658528646,4.69608330030792
2020-04-16,1716.050048828125,6245533,-1.1007679634149947,1730.2071358816963,1815.6849934895833,3.9776426030416863
2020-04-17,1806.199951171875,9895823,5.253337593813923,1751.921421595982,1809.219991048177,4.082398707003614
2020-04-20,1818.6500244140625,3244282,0.689296510838111,1758.1285749162946,1803.1316569010417,3.119009635331807
2020-04-21,1737.6500244140625,5122541,-4.453853073028535,1762.7285853794642,1793.1799926757812,3.2438449872773494
2020-04-22,1769.5,3829836,1.832933855404928,1763.2071533203125,1782.7233276367188,3.013298651138476
2020-04-23,1878.25,5934366,6.145803899406621,1780.2071533203125,1774.4966593424479,3.76684351822588
2020-04-24,1818.550048828125,2987102,-3.1784880166045526,1792.1214425223213,1764.5666625976562,4.0105918580859
2020-04-27,1836.5999755859375,3374741,0.9925449546711151,1809.3428606305804,1760.0416625976563,3.9275416088584496
2020-04-28,1859.050048828125,2678505,1.2223714222268312,1816.8928745814733,1756.8866658528646,3.476471337887521
2020-04-29,1905.6500244140625,4241510,2.5066552466036285,1829.3214460100446,1761.4133341471354,3.562855062543912
2020-04-30,2014.449951171875,5915544,5.709334104580166,1868.864292689732,1768.3516642252605,3.14778586980166
2020-05-04,1930.449951171875,3729348,-4.169872771032823,1891.857142857143,1776.1533284505208,3.967674047058972
2020-05-05,1932.75,2905528,0.11914573733076139,1899.642857142857,1785.311661783854,3.3516058642401894
2020-05-06,1903.5999755859375,3517431,-1.5082149483410912,1911.7928466796875,1793.6183268229167,3.0995978032915468
2020-05-07,1891.6500244140625,3166754,-0.6277553753485821,1919.6571393694196,1802.128328450521,3.1340697329146865
2020-05-08,1893.4000244140625,2686530,0.09251182710405814,1924.5642787388392,1805.3266642252604,3.1175858301052526
2020-05-11,1935.300048828125,2449841,2.212951509125971,1928.7999965122767,1814.180000813802,3.084790946352632
2020-05-12,1949.5,3256595,0.7337338300835272,1919.5214320591517,1822.3916666666667,2.0041478182184487
2020-05-13,1949.6500244140625,2656665,0.007695532909068881,1922.2642996651787,1829.0366658528646,1.1529343024628351
2020-05-14,1902.3499755859375,2263146,-2.426078949340682,1917.9214390345983,1832.75,1.509460638845202
2020-05-15,1892.9000244140625,3173682,-0.49675145441965274,1916.3928745814733,1835.0300008138022,1.4103540598465039
2020-05-18,1945.5999755859375,3727694,2.7840852919946535,1924.1000104631696,1840.6,1.7378003553638803
2020-05-19,1948.6500244140625,3198693,0.1567664918995737,1931.9928676060267,1844.6850016276042,1.7359790119654697
2020-05-20,1953.5999755859375,2778505,0.2540195063176265,1934.607142857143,1852.8466674804688,1.5472850674416267
2020-05-21,1991.199951171875,3400908,1.9246506990081347,1940.5642787388392,1864.0800008138021,1.6824091965473051
2020-05-22,2020.3499755859375,3663418,1.4639426039010806,1950.664271763393,1872.2516682942708,1.7275194890891183
2020-05-26,1943.0,4575317,-3.828543396967876,1956.4714181082588,1880.1700032552083,2.1549814991015404
2020-05-27,2005.300048828125,3482160,3.206384396712547,1972.528564453125,1888.141670735677,2.3646546080054587
2020-05-28,2004.300048828125,3475681,-0.0498678489827209,1980.9142892020088,1896.3100056966146,2.216620989548052
2020-05-29,1972.3499755859375,7237735,-1.5940763590196028,1984.2999965122767,1904.216670735677,2.34959085744022
2020-06-01,2045.25,3747773,3.696099846195189,1997.392857142857,1915.1900024414062,2.697956056585159
2020-06-02,2047.1500244140625,2443886,0.09289937240251067,2005.3857247488838,1923.2216715494792,2.6464021536392
2020-06-03,2046.1500244140625,3699799,-0.048848398411160954,2009.0714460100446,1930.8050048828125,2.6090860429691225
2020-06-04,2091.550048828125,4048593,2.218802329856695,2030.2928815569196,1942.6016723632813,1.9722279666688425
2020-06-05,2048.25,3573289,-2.0702372793988677,2036.4285888671875,1951.8933390299478,2.029156057265775
2020-06-08,2071.75,2957841,1.147320883681191,2046.0642961774554,1958.3433390299479,2.043123414844117
2020-06-09,2072.050048828125,2909439,0.014482868498855161,2060.3071637834823,1966.793339029948,1.8508433934414334
2020-06-10,2108.75,5168397,1.7711903818458108,2069.378592354911,1975.8650065104166,1.4305021752583185
2020-06-11,2067.64990234375,2269513,-1.9490265634262038,2072.307146344866,1982.8183349609376,1.6978397970640993
2020-06-12,2039.5,2842642,-1.3614443292281342,2071.3571428571427,1987.2800008138022,1.7938499526223284
2020-06-15,2029.9000244140625,2399022,-0.47070240676330144,2062.5499965122767,1987.7950032552083,1.4942452009863532
2020-06-16,2045.800048828125,2146528,0.7832910105339819,2062.2000034877233,1991.6400065104167,1.35033388498962
2020-06-17,2047.800048828125,2703527,0.09776126465270707,2058.778581891741,1995.475008138021,1.2554411883877432
2020-06-18,2038.0999755859375,1944389,-0.47368263555509493,2053.9285714285716,1999.958341471354,1.2577412783517259
2020-06-19,2044.5999755859375,5681758,0.3189244923145207,2044.7642822265625,2005.0566731770834,0.9565390989631092
2020-06-22,2027.949951171875,3196138,-0.8143414170437402,2039.0928606305804,2009.5416707356771,0.7257982378819179
2020-06-23,2035.300048828125,4205944,0.36243979551875416,2038.4928676060267,2012.8750040690104,0.5715126245005407
2020-06-24,2042.199951171875,2560937,0.3390115549656958,2040.25,2015.9650024414063,0.5484647433455044
2020-06-25,2016.0999755859375,3043931,-1.2780323283702266,2036.0071323939733,2018.180000813802,0.6556116235305373
2020-06-26,2118.85009765625,6300722,5.096479505707574,2046.1571393694196,2025.3966715494792,2.122963095273546
2020-06-29,2101.64990234375,3076341,-0.8117702772615143,2055.2357003348216,2032.355000813802,2.1526377297620685
2020-06-30,2082.14990234375,3071725,-0.9278424526489304,2060.5999755859375,2036.9066650390625,2.21677852098078
2020-07-01,2092.050048828125,2503466,0.4754771245447209,2069.7571323939733,2041.6866658528645,2.163539458046564
2020-07-02,2157.14990234375,3758699,3.111773236595905,2087.1642543247767,2048.4716634114584,2.380471770970528
2020-07-03,2199.64990234375,4185208,1.9701922408741135,2109.6571044921875,2055.4199951171877,2.400965487252053
2020-07-06,2263.199951171875,5190366,2.889098340622831,2144.957101004464,2063.5149943033853,2.2259381805646377
2020-07-07,2269.89990234375,5630055,0.296038852793612,2166.53564453125,2074.411657714844,1.6702955862868007
2020-07-08,2218.89990234375,2793358,-2.246795109658395,2183.28564453125,2081.5316528320313,1.9876922278735012
2020-07-09,2204.35009765625,3443998,-0.6557215434608632,2200.7428152901784,2088.199987792969,1.950688850124539
2020-07-10,2222.35009765625,9610320,0.81656720586889,2219.357107979911,2096.5333251953125,1.9444821838087067
2020-07-13,2220.0,2963503,-0.10574830935632384,2228.335693359375,2102.3583251953123,1.6939834225585515
2020-07-14,2171.949951171875,2976738,-2.164416613879505,2224.3785574776784,2106.5183227539064,1.7832258821661626
2020-07-15,2233.89990234375,5569321,2.852273420870022,2220.1928362165177,2112.776652018229,1.7727298946228405
2020-07-16,2234.75,8582118,0.03805442022528638,2215.1714215959823,2117.549983723958,1.764024844882616
2020-07-17,2200.75,4509135,-1.5214229779617394,2212.5785784040177,2122.6333170572916,1.6414403329761673
2020-07-20,2207.89990234375,2952646,0.32488480489605287,2213.085693359375,2127.1716471354166,1.6284763874385308
2020-07-21,2225.050048828125,2665286,0.7767628625813039,2213.4714006696427,2132.2716471354165,1.6253561605848854
2020-07-22,2190.949951171875,2861534,-1.5325541856557212,2209.3213936941966,2135.0116455078123,1.7310449779558859
2020-07-23,2171.199951171875,2265766,-0.9014354704650507,2209.2142508370534,2138.463313802083,1.5449739818201371
2020-07-24,2157.39990234375,3665100,-0.6355954835332689,2198.2856794084823,2142.393310546875,0.9026564312354401
2020-07-27,2206.800048828125,4248480,2.289800163182898,2194.2928292410716,2148.2899780273438,1.3920338627235471
2020-07-28,2309.75,8092319,4.665123658418646,2209.8642578125,2157.088309733073,2.1497248753905507
2020-07-29,2276.050048828125,6090431,-1.4590302488093898,2219.5999930245534,2164.696643066406,2.303559444032161
2020-07-30,2279.5,7098496,0.15157624383748125,2227.3785574776784,2172.743310546875,2.3012403318165218
2020-07-31,2281.39990234375,4723290,0.08334732808730205,2240.299979073661,2180.636641438802,2.1551981161332496
2020-08-03,2254.14990234375,4012337,-1.1944420604211192,2252.149972098214,2188.176639811198,2.191734566658017
2020-08-04,2249.699951171875,2927928,-0.19741150165959453,2265.335693359375,2195.3233032226562,2.157985290270989
2020-08-05,2259.5,3800641,0.4356158172568847,2272.8642578125,2202.5666381835936,2.0287712275324696
2020-08-06,2308.10009765625,4748047,2.1509226667957515,2272.6285574776784,2212.2999755859373,1.186062135415462
2020-08-07,2295.35009765625,3165491,-0.5524023855354887,2275.3857073102677,2218.183308919271,1.0413961704883943
2020-08-10,2282.800048828125,2929353,-0.5467596790981744,2275.8571428571427,2224.221647135417,1.0714758720078044
2020-08-11,2279.89990234375,2774423,-0.12704338629498935,2275.6428571428573,2230.8133138020835,1.072534787694083
2020-08-12,2257.35009765625,3415751,-0.9890699440058159,2276.100027901786,2236.3233154296877,1.036771986372214
2020-08-13,2254.449951171875,2695682,-0.12847570642170458,2276.7785993303573,2239.566650390625,1.0346342806453803
2020-08-14,2242.14990234375,2270405,-0.5455897932766907,2274.3000139508927,2240.9833170572915,1.0377252341495868
2020-08-17,2253.39990234375,2625630,0.5017505737792138,2266.4857003348216,2240.6566487630207,0.4743508086007157
2020-08-18,2269.75,3493374,0.7255746145743647,2262.828543526786,2240.651652018229,0.6068827780256696
2020-08-19,2256.60009765625,2843005,-0.5793546577266273,2259.085693359375,2241.9083251953125,0.6104725588525993
2020-08-20,2252.85009765625,2895164,-0.166179200465999,2255.221435546875,2243.5249918619793,0.610265705440023
2020-08-21,2248.60009765625,1975294,-0.18864992413039072,2253.971435546875,2244.3999918619793,0.4950611924552401
2020-08-24,2248.10009765625,2167966,-0.022236057025937228,2253.0643136160716,2245.336661783854,0.49403983853268163
2020-08-25,2242.64990234375,1663419,-0.2424356156641827,2253.1357421875,2247.693326822917,0.45391298361403737
2020-08-26,2253.5,2618149,0.48380701976313834,2253.1500418526784,2248.3466634114584,0.450673114166815
2020-08-27,2248.39990234375,3579393,-0.2263189552363043,2250.100027901786,2248.80166015625,0.3206293372063461
2020-08-28,2238.550048828125,2941136,-0.43808281193027376,2247.5214494977677,2250.061661783854,0.29104107126472833
2020-08-31,2257.25,6018154,0.8353599769486575,2248.1500069754466,2251.7066650390625,0.45900136713280854
2020-09-01,2246.35009765625,3610908,-0.4828841441466336,2247.8285784040177,2252.4166666666665,0.4943428122959298
2020-09-02,2265.14990234375,2084137,0.8369044837273965,2250.2642647879466,2254.889998372396,0.5892784697318406
2020-09-03,2299.5,4654146,1.5164602404771577,2258.3857073102677,2259.1666666666665,0.7634667970771892
2020-09-04,2288.800048828125,5231303,-0.4653164240867591,2263.4285714285716,2263.546671549479,0.8201463399065826
2020-09-07,2327.050048828125,4620401,1.671181369450947,2274.664306640625,2267.5550048828127,0.9494406399509572
2020-09-08,2348.199951171875,7453998,0.9088718291383913,2290.3285784040177,2268.836669921875,0.860888040360924
2020-09-09,2327.64990234375,3866535,-0.8751405014666425,2300.3857073102677,2270.5566650390624,1.037041179992144
2020-09-10,2331.14990234375,2308813,0.15036625552991012,2312.4999651227677,2272.278328450521,0.9680022959404656
2020-09-11,2374.10009765625,4145424,1.8424467370939057,2328.064278738839,2275.3683349609373,1.0875413300494865
2020-09-14,2491.39990234375,7512131,4.940811248999166,2355.4785505022323,2283.2766682942706,1.9530764196265933
2020-09-15,2491.39990234375,7318770,0.0,2384.42138671875,2291.3333333333335,1.8953005324910364
2020-09-16,2503.0,3074003,0.4656056077283033,2409.5570940290177,2299.45,1.9037174849471832
2020-09-17,2460.949951171875,4828176,-1.6799859699610509,2425.664236886161,2304.5449951171877,2.1710848689850533
2020-09-18,2449.89990234375,4183256,-0.4490155853378086,2443.1285226004466,2309.6966552734375,2.1253114018592796
2020-09-21,2465.300048828125,4598809,0.6286030898504213,2462.2928292410716,2315.779988606771,2.1103487473037386
2020-09-22,2522.949951171875,7499613,2.338453786635575,2483.5570940290177,2323.881656901042,2.1581392368920023
2020-09-23,2467.449951171875,7502280,-2.199805825486989,2480.135672433036,2330.8849853515626,1.5181504628557554
2020-09-24,2332.25,8424708,-5.47933914962141,2457.399972098214,2333.4783203125,2.521900153979286
2020-09-25,2422.300048828125,8228267,3.8610804514149333,2445.871407645089,2339.4833251953123,3.0927087599692538
2020-09-28,2426.300048828125,4347166,0.16513230893651087,2440.9214215959823,2345.2466634114585,3.04627204678681
2020-09-29,2488.39990234375,6995811,2.5594465756870743,2446.4214215959823,2352.5349934895835,3.2070319046021445
2020-09-30,2492.300048828125,3917166,0.15673310711439292,2450.278564453125,2360.3916585286456,3.2031372994749754
2020-10-01,2523.449951171875,2610337,1.249845593767751,2450.3499930245534,2369.411653645833,3.107007034431623
2020-10-05,2705.800048828125,17412105,7.2262220842369995,2484.4000069754466,2384.651652018229,3.9107550831543323
2020-10-06,2714.300048828125,9846367,0.3141399898962005,2538.978585379464,2400.191650390625,2.6116302127515723
2020-10-07,2735.949951171875,9656101,0.7976237687169929,2583.785714285714,2416.6349853515626,2.546452611007318
2020-10-08,2825.699951171875,19839329,3.2803962646158036,2640.842843191964,2435.708317057292,2.4884857651646897
2020-10-09,2812.949951171875,7739245,-0.4512156357829977,2687.2071358816966,2454.526652018229,2.6745363025968927
2020-10-12,2830.0,4623203,0.6061269885382137,2735.4499860491073,2474.241650390625,2.633704414864469
2020-10-13,2826.550048828125,4209878,-0.12190640183303847,2778.75,2493.2183186848956,2.735765394154347
2020-10-14,2809.60009765625,4395936,-0.5996692391455172,2793.5785784040177,2511.9933186848957,1.3134373489442668
2020-10-15,2740.60009765625,6629355,-2.4558655182835176,2797.3357282366073,2527.841658528646,1.7423536400744477
2020-10-16,2763.300048828125,5273773,0.8282839656645891,2801.2428850446427,2543.30166015625,1.7442881760923445
2020-10-19,2711.550048828125,3331194,-1.8727607963509585,2784.9357561383927,2557.3933268229166,1.2115470759178049
2020-10-20,2739.0,3406273,1.0123342987431894,2774.3714773995534,2571.124991861979,1.355418383679607
2020-10-21,2675.39990234375,4570143,-2.3220188994614865,2752.2857491629466,2582.0316569010415,1.4516879359858106
2020-10-22,2671.14990234375,5262294,-0.15885475648993452,2730.0857282366073,2593.481656901042,1.448917440685998
2020-10-23,2686.800048828125,3499091,0.5858954778480641,2712.5428641183034,2605.336661783854,1.5419304308610362
2020-10-26,2688.199951171875,2672752,0.05210295959168221,2705.05712890625,2615.8066569010416,1.3215433679944295
2020-10-27,2630.14990234375,3537502,-2.159439397460705,2686.0356794084823,2620.4316569010416,1.3892558679456464
2020-10-28,2622.199951171875,3569445,-0.3022622841683198,2673.2713797433034,2624.7916585286457,1.2906037218323574
2020-10-29,2632.64990234375,3105968,0.3985184717589796,2658.0785086495534,2629.113321940104,1.190009775729053
2020-10-30,2664.85009765625,3427003,1.2231096616315495,2656.5713936941966,2635.9099934895835,1.0616000680370308
2020-11-02,2604.60009765625,2571196,-2.260915165659416,2647.064278738839,2641.0666666666666,1.3540349288847757
2020-11-03,2633.60009765625,2879269,1.1134146860432015,2639.464285714286,2646.6766682942707,1.4276057948759402
2020-11-04,2653.14990234375,4893928,0.7423224469386369,2634.4571358816966,2651.016666666667,1.477063857695119
2020-11-05,2685.699951171875,2816502,1.2268454488519875,2642.3928571428573,2658.2916666666665,1.2582354200234689
2020-11-06,2707.449951171875,3884421,0.8098447479402804,2654.5714285714284,2670.798331705729,1.238711614388706
2020-11-09,2726.60009765625,3646592,0.7073130373503655,2667.9928850446427,2680.9416666666666,1.24145591009412
2020-11-10,2649.60009765625,4760020,-2.824029826236274,2665.8143136160716,2688.385001627604,1.7080824919331052
2020-11-11,2687.800048828125,3242441,1.4417251571535505,2677.700020926339,2695.031673177083,1.4734822128171976
2020-11-12,2671.050048828125,2437505,-0.6231862376556929,2683.0500139508927,2700.9900065104166,1.4911484510636637
2020-11-13,2656.85009765625,2548093,-0.5316243017649547,2683.57861328125,2705.4366780598957,1.4933115723223571
2020-11-14,2670.35009765625,298819,0.5081204999826339,2681.3857770647323,2704.2550130208333,1.4201879437532385
2020-11-17,2666.050048828125,2827273,-0.16102940329431048,2675.471505301339,2702.6466796875,1.365958045012117
2020-11-18,2626.64990234375,2893762,-1.4778472182730984,2661.1929059709823,2699.0033447265623,1.3705809916941496
2020-11-19,2636.89990234375,4167501,0.3902309169887541,2659.378592354911,2692.710009765625,0.9434503822040462
2020-11-20,2660.25,2711471,0.8855132360350737,2655.44287109375,2687.620011393229,0.8093074508264627
2020-11-23,2724.25,3706418,2.405788929611874,2663.0428641183034,2684.095011393229,1.2174141031971295
2020-11-24,2722.050048828125,3120516,-0.08075437907222316,2672.3571428571427,2680.611678059896,1.1780868485090574
2020-11-25,2701.300048828125,3302249,-0.762293110993062,2676.778564453125,2677.001676432292,1.2460757681100876
2020-11-26,2720.60009765625,2341099,0.714472605014671,2684.5714285714284,2676.335009765625,1.2510791816094475
2020-11-27,2679.64990234375,6086808,-1.5051898052851564,2692.1428571428573,2673.546671549479,1.2575679553461996
2020-12-01,2726.800048828125,3605017,1.7595636819248472,2704.9857352120534,2674.0550048828127,1.3762034141772954
2020-12-02,2749.550048828125,2509032,0.8343112656821638,2717.7428850446427,2674.406673177083,1.3738735587017814
2020-12-03,2709.449951171875,2852548,-1.4584239946219935,2715.628592354911,2675.5416748046873,1.2414605578160791
2020-12-04,2727.550048828125,2686527,0.6680358737913394,2716.414306640625,2677.4216796875,1.2723736161981931
2020-12-07,2737.699951171875,1996400,0.3721252465417102,2721.6142926897323,2679.118343098958,1.2251507542420952
2020-12-08,2797.300048828125,4277818,2.1770135047392003,2732.5714285714284,2682.7550130208333,1.4347243286800777
2020-12-09,2810.800048828125,3659996,0.4826082209398841,2751.3071637834823,2688.7766845703127,1.1644928261945675
2020-12-10,2784.300048828125,2127801,-0.9427920712840598,2759.5214494977677,2694.1800211588543,1.1985476695539112
2020-12-11,2783.60009765625,1795408,-0.025139214869085436,2764.3857421875,2699.2116943359374,1.1791153011087747
2020-12-14,2797.699951171875,2483658,0.5065330155541004,2776.9928850446427,2703.6400227864583,0.9313923353532821
2020-12-15,2761.550048828125,2365509,-1.2921293553516344,2781.850027901786,2708.871687825521,1.1323303511745186
2020-12-16,2814.199951171875,2565149,1.9065344249723948,2792.7785993303573,2714.8916829427085,1.309752472949416
2020-12-17,2838.199951171875,2863460,0.8528178671173059,2798.6214425223216,2721.060017903646,1.0873710657875801
2020-12-18,2861.0,6076692,0.8033277859338606,2805.7928641183034,2726.903352864583,1.1072182945986324
2020-12-21,2820.14990234375,2705195,-1.4278258530671106,2810.9142717633927,2730.660017903646,1.2057176242945655
2020-12-22,2872.5,2881737,1.8562877672829714,2823.6142578125,2735.5233479817707,1.3509404391672644
2020-12-23,2908.75,2790988,1.2619669277632806,2839.4785505022323,2744.1616780598956,1.3852087738660637
2020-12-24,2909.35009765625,1807144,0.020630774602481416,2860.592843191964,2751.5466796875,1.1627406134260463
2020-12-28,2929.39990234375,2108994,0.6891506355199972,2877.049979073661,2760.158341471354,1.0467779766826883
2020-12-29,2930.5,1994151,0.03755368652023083,2890.2357003348216,2769.2800048828126,1.0566049063393192
2020-12-30,2909.300048828125,2637968,-0.7234243703079679,2897.1357073102677,2777.2450032552083,1.1296981413826663
2020-12-31,2862.75,4040956,-1.6000428985272763,2903.221435546875,2783.8016682942707,1.17323447865601
2021-01-01,2928.25,2681440,2.288009780805167,2911.185721261161,2793.8550048828124,1.280052965389339
2021-01-04,3039.449951171875,5113293,3.7974883009263216,2929.8571428571427,2807.27333984375,1.8398930765159947
2021-01-05,3093.0,5801309,1.7618335451609735,2956.092843191964,2821.69833984375,1.8591400287430397
2021-01-06,3051.5,3726716,-1.3417394115745274,2973.535714285714,2832.6066731770834,2.045378894703125
2021-01-07,3032.800048828125,3717827,-0.6128117703383618,2988.1500069754466,2842.9650065104165,2.089627043982198
2021-01-08,3120.89990234375,5879039,2.904901480388289,3018.3785574776784,2856.951668294271,2.1807299302816445
2021-01-11,3176.449951171875,9508039,1.7799368953296923,3063.1928362165177,2872.146663411458,1.8510662395535187
2021-01-12,3174.85009765625,3611458,-0.0503660860463051,3098.4214215959823,2888.6533365885416,1.8978965344963652
2021-01-13,3158.949951171875,3572801,-0.5008156604342617,3115.492850167411,2903.0583333333334,1.5769763832357295
2021-01-14,3250.699951171875,6931542,2.9044461424899692,3138.021414620536,2919.763330078125,1.7691714674394368
2021-01-15,3233.35009765625,4131692,-0.5337266981337518,3164.0,2937.226668294271,1.6328678118099351
2021-01-18,3221.75,4160906,-0.35876404675938556,3190.992850167411,2953.7,1.5975949379210772
2021-01-19,3260.699951171875,2975735,1.208968764549545,3210.964285714286,2971.133333333333,1.348084830700426
